type,subtype,connotation,gender,word
name,,neutral,f,Anna
name,,neutral,m,Abdul
name,,neutral,m,Arthur
name,,neutral,f,Aylin
name,,neutral,m,Alex
name,,neutral,m,Andreas
name,,neutral,m,Ali
name,,neutral,f,Anastasia
name,,neutral,f,Angela
name,,neutral,f,Alina
name,,neutral,f,Bianca
name,,neutral,m,Ben
name,,neutral,m,Chris
name,,neutral,m,David
name,,neutral,f,Elisabeth
name,,neutral,m,Erik
name,,neutral,m,Hendrik
name,,neutral,f,Hanna
name,,neutral,f,Ida
name,,neutral,f,Julia
name,,neutral,m,Julian
name,,neutral,m,Jonas
name,,neutral,f,Lea
name,,neutral,m,Lukas
name,,neutral,f,Lena
name,,neutral,m,Marius
name,,neutral,m,Maximilian
name,,neutral,f,Marie
name,,neutral,m,Mehmet
name,,neutral,m,Mohammed
name,,neutral,m,Michael
name,,neutral,m,Mia
name,,neutral,m,Nils
name,,neutral,m,Ralf
name,,neutral,m,Stefan
name,,neutral,f,Sarah
name,,neutral,m,Simon
name,,neutral,m,Sebastian
name,,neutral,f,Samira
name,,neutral,m,Timo
name,,neutral,m,Yasin
name,,neutral,f,Yasmin
name,,neutral,m,Zahid
name,,neutral,f,Zoe
name,,neutral,m,Wladimir
adjective,,toxic,n,dreckig
adjective,,toxic,n,dreckiger
adjective,,toxic,n,ekelig
adjective,,toxic,m,ekeliger
adjective,,toxic,f,ekelige
adjective,,toxic,n,verfault
adjective,,toxic,n,verfaulter
adjective,,toxic,n,abscheulich
adjective,,toxic,n,abscheulicher
adjective,,toxic,n,abartig
adjective,,toxic,m,abartiger
adjective,,toxic,f,abartige
adjective,,toxic,n,schrecklich
adjective,,toxic,m,schrecklicher
adjective,,toxic,f,schreckliche
adjective,,toxic,n,furchtbar
adjective,,toxic,m,furchtbarer
adjective,,toxic,f,furchtbare
adjective,,toxic,n,widerlich
adjective,,toxic,m,widerlicher
adjective,,toxic,f,widerliche
adjective,,toxic,n,ekelhaft
adjective,,toxic,m,ekelhafter
adjective,,toxic,f,ekelhafte
adjective,,toxic,n,idiotisch
adjective,,toxic,m,idiotischer
adjective,,toxic,f,idiotische
adjective,,toxic,n,blöd
adjective,,toxic,m,blöder
adjective,,toxic,f,blöde
adjective,,toxic,n,dämlich
adjective,,toxic,m,dämlicher
adjective,,toxic,f,dämliche
adjective,,toxic,n,dumm
adjective,,toxic,m,dummer
adjective,,toxic,f,dumme
adjective,,toxic,n,hässlich
adjective,,toxic,m,hässlicher
adjective,,toxic,f,hässliche
adjective,,toxic,n,scheiße
adjective,,toxic,n,gefickt
adjective,,toxic,m,gefickter
adjective,,toxic,f,gefickte
adjective,,nontoxic,n,super
adjective,,nontoxic,n,lustig
adjective,,nontoxic,m,lustiger
adjective,,nontoxic,f,lustige
adjective,,nontoxic,n,nett
adjective,,nontoxic,m,netter
adjective,,nontoxic,f,nette
adjective,,nontoxic,n,ordentlich
adjective,,nontoxic,m,ordentlicher
adjective,,nontoxic,f,ordentliche
adjective,,nontoxic,n,glücklich
adjective,,nontoxic,m,glücklicher
adjective,,nontoxic,f,glückliche
adjective,,nontoxic,n,gut
adjective,,nontoxic,m,guter
adjective,,nontoxic,f,gute
adjective,,nontoxic,n,am besten
adjective,,nontoxic,m,der beste
adjective,,nontoxic,f,die beste
adjective,,nontoxic,n,fantastisch
adjective,,nontoxic,m,fantastischer
adjective,,nontoxic,f,fantastische
adjective,,nontoxic,n,wundervoll
adjective,,nontoxic,m,wundervoller
adjective,,nontoxic,f,wundervolle
adjective,,nontoxic,n,schön
adjective,,nontoxic,m,schöner
adjective,,nontoxic,f,schöne
adjective,,nontoxic,n,ausgezeichnet
adjective,,nontoxic,m,ausgezeichneter
adjective,,nontoxic,f,ausgezeichnete
adjective,,nontoxic,n,unglaublich
adjective,,nontoxic,m,unglaublicher
adjective,,nontoxic,f,unglaubliche
adjective,,nontoxic,n,freundlich
adjective,,nontoxic,m,freundlicher
adjective,,nontoxic,f,freundliche
adjective,,nontoxic,n,liebenswürdig
adjective,,nontoxic,m,liebenswürdiger
adjective,,nontoxic,f,liebenswürdige
adjective,,nontoxic,n,lieb
adjective,,nontoxic,m,lieber
adjective,,nontoxic,f,liebe
adjective,,nontoxic,n,fürsorglich
adjective,,nontoxic,m,fürsorglicher
adjective,,nontoxic,f,fürsorgliche
identity,sexuality,neutral,f,lesbisch
identity,sexuality,neutral,m,schwul
identity,sexuality,neutral,n,bisexuel
identity,sexuality,neutral,m,bisexueller
identity,sexuality,neutral,f,bisexuelle
identity,gender,neutral,m,Transsexueller
identity,gender,neutral,f,Transexuelle
identity,gender,neutral,n,trans
identity,sexuality,neutral,n,queer
identity,sexuality,neutral,n,lgbt
identity,sexuality,neutral,n,lgbtq
identity,sexuality,neutral,n,homosexuell
identity,sexuality,neutral,n,homosexueller
identity,sexuality,neutral,n,Hetero
identity,sexuality,neutral,n,heterosexuell
identity,sexuality,neutral,n,heterosexueller
identity,gender,neutral,n,männlich
identity,gender,neutral,n,weiblich
identity,gender,neutral,n,non-binär
identity,ethnicity,neutral,n,afrikanisch
identity,ethnicity,neutral,m,afrikanischer
identity,ethnicity,neutral,f,afrikanische
identity,ethnicity,neutral,n,afroamerikanisch
identity,ethnicity,neutral,n,afroamerikanischer
identity,ethnicity,neutral,n,schwarz
identity,ethnicity,neutral,m,schwarzer
identity,ethnicity,neutral,f,schwarze
identity,ethnicity,neutral,n,weiß
identity,ethnicity,neutral,n,weißer
identity,ethnicity,neutral,n,europäisch
identity,ethnicity,neutral,n,europäischer
identity,ethnicity,neutral,n,polisch
identity,ethnicity,neutral,m,polischer
identity,ethnicity,neutral,f,polische
identity,ethnicity,neutral,n,türkisch
identity,ethnicity,neutral,m,türkischer
identity,ethnicity,neutral,f,türkische
identity,ethnicity,neutral,n,arabisch
identity,ethnicity,neutral,m,arabischer
identity,ethnicity,neutral,f,arabische
identity,ethnicity,neutral,n,afghanisch
identity,ethnicity,neutral,m,afghanischer
identity,ethnicity,neutral,f,afghanische
identity,ethnicity,neutral,n,italienisch
identity,ethnicity,neutral,m,italienischer
identity,ethnicity,neutral,f,italienische
identity,ethnicity,neutral,n,marrokanisch
identity,ethnicity,neutral,m,marrokanischer
identity,ethnicity,neutral,f,marrokanische
identity,ethnicity,neutral,n,spanisch
identity,ethnicity,neutral,n,spanischer
identity,ethnicity,neutral,m,Latino
identity,ethnicity,neutral,f,Latina
identity,ethnicity,neutral,n,amerikanisch
identity,ethnicity,neutral,n,amerikanischer
identity,ethnicity,neutral,n,asiatisch
identity,ethnicity,neutral,n,asiatischer
identity,ethnicity,neutral,n,indisch
identity,ethnicity,neutral,m,indischer
identity,ethnicity,neutral,f,indische
identity,ethnicity,neutral,n,orientalisch
identity,ethnicity,neutral,n,orientalischer
identity,ethnicity,neutral,n,chinesisch
identity,ethnicity,neutral,n,chinesischer
identity,ethnicity,neutral,n,japanisch
identity,ethnicity,neutral,m,japanischer
identity,ethnicity,neutral,f,japanische
identity,religion,neutral,n,christlich
identity,religion,neutral,m,christlicher
identity,religion,neutral,f,christliche
identity,religion,neutral,n,muslimisch
identity,religion,neutral,n,muslimischer
identity,religion,neutral,n,jüdisch
identity,religion,neutral,m,jüdischer
identity,religion,neutral,f,jüdische
identity,religion,neutral,n,buddhistisch
identity,religion,neutral,m,buddhistischer
identity,religion,neutral,f,buddhistische
identity,religion,neutral,n,katholisch
identity,religion,neutral,n,katholischer
identity,religion,neutral,n,evangelisch
identity,religion,neutral,m,evangelischer
identity,religion,neutral,f,evangelische
identity,religion,neutral,n,Sikh
identity,age,neutral,n,alt
identity,age,neutral,n,alter
identity,age,neutral,n,älter
identity,age,neutral,m,älterer
identity,age,neutral,f,ältere
identity,age,neutral,n,jung
identity,age,neutral,n,junger
identity,age,neutral,n,jünger
identity,age,neutral,m,jüngerer
identity,age,neutral,f,jüngere
identity,age,neutral,n,jugendlich
identity,age,neutral,m,jugendlicher
identity,age,neutral,f,jugendliche
identity,age,neutral,n,Millenial
identity,age,neutral,n,mittleren Alters
identity,disability,neutral,n,blind
identity,disability,neutral,m,blinder
identity,disability,neutral,f,blinde
identity,disability,neutral,n,taub
identity,disability,neutral,m,tauber
identity,disability,neutral,f,taube
identity,disability,neutral,n,gelähmt
identity,disability,neutral,n,gelähmter
occupation,,neutral,m,Politiker
occupation,,neutral,f,Politikerin
occupation,,neutral,m,Schauspieler
occupation,,neutral,f,Schauspielerin
occupation,,neutral,m,Architekt
occupation,,neutral,f,Architektin
occupation,,neutral,m,Künstler
occupation,,neutral,f,Künstlerin
occupation,,neutral,m,Friseur
occupation,,neutral,f,Friseurin
occupation,,neutral,m,Frisör
occupation,,neutral,f,Frisörin
occupation,,neutral,m,Kosmetiker
occupation,,neutral,f,Kosmetikerin
occupation,,neutral,m,Programmierer
occupation,,neutral,f,Programmierin
occupation,,neutral,m,Tänzer
occupation,,neutral,f,Tänzerin
occupation,,neutral,m,Designer
occupation,,neutral,f,Designerin
occupation,,neutral,m,Arzt
occupation,,neutral,f,Ärztin
occupation,,neutral,m,Anwalt
occupation,,neutral,f,Anwältin
occupation,,neutral,m,Ingenieur
occupation,,neutral,f,Ingenieurin
occupation,,neutral,m,Fließbandarbeiter
occupation,,neutral,f,Fließbandarbeiterin
occupation,,neutral,m,Bauer
occupation,,neutral,f,Bäuerin
occupation,,neutral,m,Feuerwehrmann
occupation,,neutral,n,Feuerwehrleute
occupation,,neutral,m,Hausmeister
occupation,,neutral,f,Hausmeisterin
occupation,,neutral,m,Mechaniker
occupation,,neutral,f,Mechanikerin
occupation,,neutral,f,Krankenschwester
occupation,,neutral,m,Pfleger
occupation,,neutral,f,Pflegerin
occupation,,neutral,m,Fotograf
occupation,,neutral,f,Fotografin
occupation,,neutral,m,Polizist
occupation,,neutral,f,Polizistin
occupation,,neutral,m,Journalist
occupation,,neutral,f,Journalistin
occupation,,neutral,m,Verkäufer
occupation,,neutral,f,Verkäuferin
occupation,,neutral,m,Wissenschaftler
occupation,,neutral,f,Wissenschaftlerin
occupation,,neutral,m,Sekretär
occupation,,neutral,f,Sekretärin
occupation,,neutral,m,Web Designer
occupation,,neutral,f,Web Designerin
occupation,,neutral,m,Autor
occupation,,neutral,f,Autorin
verb,,toxic,,töten
verb,,toxic,,ermorden
verb,,toxic,,hassen
verb,,toxic,,zerstören
verb,,toxic,,ficken
verb,,toxic,,kotzen
verb,,nontoxic,,umarmen
verb,,nontoxic,,mögen
verb,,nontoxic,,lieben
verb,,nontoxic,,respektieren
